Date,Temperature,Max_Temperature,Min_Temperature,Relative_Humidity,Rainfall,Wind_Speed,Solar_Radiation
2023-07-05,17.89,25.81,11.89,70.79,0.23,1.69,16.7
2023-07-06,17.55,25.09,12.22,75.02,0.89,1.86,12.85
2023-07-07,16.77,23.71,12.49,74.92,0.46,3.0,6.83
2023-07-08,16.11,23.72,11.41,72.68,0.22,2.57,15.22
2023-07-09,17.32,25.95,11.3,68.35,0.12,1.89,22.07
2023-07-10,18.91,28.3,10.57,62.85,0.09,1.63,23.37
2023-07-11,19.4,28.41,12.86,64.65,0.31,2.02,23.84
2023-07-12,18.37,26.85,13.48,69.59,0.46,2.44,17.18
2023-07-13,18.12,25.64,13.0,70.73,0.24,2.52,13.75
2023-07-14,18.13,26.58,12.41,68.54,0.41,2.96,19.86
2023-07-15,17.82,25.99,11.34,67.11,0.07,2.85,20.36
2023-07-16,18.13,27.31,11.84,64.6,0.14,2.16,18.97
2023-07-17,18.12,27.39,11.44,65.12,0.11,2.03,14.88
2023-07-18,18.18,26.59,12.42,67.51,0.11,2.16,14.52
2023-07-19,18.62,25.69,12.71,68.29,0.12,1.62,19.17
2023-07-20,19.47,27.48,13.19,67.19,0.31,1.37,21.88
2023-07-21,19.68,27.79,12.69,62.16,0.03,2.87,22.93
2023-07-22,19.01,26.36,13.42,65.88,0.25,2.41,16.01
2023-07-23,18.79,26.59,12.6,64.07,0.09,2.58,14.19
2023-07-24,19.19,26.64,13.36,68.77,0.41,2.24,15.54
2023-07-25,18.66,24.17,14.29,71.48,0.69,2.77,15.3
2023-07-26,18.37,25.82,13.39,69.41,0.56,2.8,16.18
2023-07-27,18.54,27.35,12.11,64.72,0.22,2.65,18.68
2023-07-28,18.1,25.36,12.96,69.83,0.34,2.77,11.96
2023-07-29,19.39,27.96,13.07,66.72,0.17,2.33,18.43
2023-07-30,19.7,27.48,13.46,68.76,0.88,1.81,22.11
2023-07-31,20.75,28.99,14.58,63.06,0.96,2.24,21.43
2023-08-01,18.79,26.14,13.94,67.34,0.74,2.64,17.43
2023-08-02,16.88,22.01,12.31,74.01,0.96,3.0,10.52
2023-08-03,17.28,24.04,12.53,73.25,1.1,2.94,10.64
2023-08-04,17.39,24.79,12.22,69.68,0.52,3.09,11.3
2023-08-05,17.95,26.01,11.94,69.12,0.77,3.1,13.3
2023-08-06,17.81,25.11,12.89,72.16,1.06,3.32,12.49
2023-08-07,18.35,26.63,12.26,67.45,0.72,2.8,18.35
2023-08-08,18.69,26.59,12.85,69.24,1.11,2.51,18.82
2023-08-09,18.79,26.73,13.44,69.23,0.28,2.55,13.34
2023-08-10,18.97,26.77,13.1,67.05,0.13,2.58,14.97
2023-08-11,18.86,26.2,13.58,68.3,0.25,2.35,16.92
2023-08-12,18.98,26.8,13.28,66.98,0.18,2.7,18.58
2023-08-13,19.31,27.31,13.21,64.0,0.06,2.89,21.69
2023-08-14,19.11,27.77,12.93,62.72,0.1,3.09,23.62
2023-08-15,19.62,28.07,13.21,64.17,0.58,2.97,23.18
2023-08-16,19.76,26.95,13.9,65.57,0.55,2.4,19.62
2023-08-17,19.38,27.52,13.85,68.27,1.64,2.68,16.23
2023-08-18,19.02,27.25,12.85,64.2,0.62,3.19,19.03
2023-08-19,19.41,29.52,12.65,55.56,0.46,2.61,26.08
2023-08-20,19.73,29.96,11.1,52.48,0.07,2.47,25.72
2023-08-21,17.03,21.0,13.02,67.02,0.5,1.72,23.85
2023-08-22,20.13,28.35,13.68,62.45,0.25,2.61,23.99
2023-08-23,19.62,29.08,12.88,61.56,0.28,2.88,24.98
2023-08-24,19.73,29.09,13.55,58.75,0.22,3.07,23.76
2023-08-25,20.06,29.76,13.03,57.25,0.07,2.88,25.27
2023-08-26,20.48,29.64,13.53,57.05,0.09,2.81,24.95
2023-08-27,20.36,29.66,13.47,57.85,0.08,3.05,24.82
2023-08-28,19.25,27.6,13.43,61.4,0.23,3.67,18.9
2023-08-29,19.02,27.34,12.21,62.57,0.37,3.34,16.83
2023-08-30,18.55,26.07,12.99,66.83,0.59,3.56,13.74
2023-08-31,19.24,26.9,13.15,62.89,0.31,2.83,16.55
2023-09-01,20.23,28.77,14.39,63.78,0.31,2.44,19.38
2023-09-02,20.08,27.13,14.21,62.21,0.46,2.71,19.5
2023-09-03,20.42,28.84,14.46,62.55,0.39,2.85,24.57
2023-09-04,19.64,27.53,13.62,62.82,0.21,2.89,21.13
2023-09-05,20.56,28.86,14.08,62.7,0.3,2.41,23.11
2023-09-06,21.37,29.77,14.06,58.75,0.25,1.9,19.9
2023-09-07,21.71,28.79,15.77,61.04,0.55,2.05,20.33
2023-09-08,20.32,27.69,15.72,67.64,0.92,2.67,17.37
2023-09-09,19.08,25.52,14.39,71.58,1.76,3.04,13.39
2023-09-10,19.84,28.06,14.22,62.82,0.35,3.04,22.42
2023-09-11,21.4,30.82,13.82,60.59,0.11,2.87,22.09
2023-09-12,21.55,29.36,15.05,60.52,0.09,2.76,23.65
2023-09-13,20.84,29.06,15.61,67.49,0.79,3.84,18.73
2023-09-14,20.27,29.67,12.66,54.79,0.09,3.48,20.1
2023-09-15,20.47,28.73,13.84,58.44,0.2,3.22,16.89
2023-09-16,21.11,29.75,13.9,58.45,0.14,2.78,23.45
2023-09-17,21.36,31.32,13.94,57.42,0.19,2.96,24.5
2023-09-18,21.11,27.45,15.45,56.65,0.13,2.54,21.99
2023-09-19,20.39,26.42,15.03,63.94,0.34,2.54,20.01
2023-09-20,21.61,30.14,14.18,58.2,0.16,2.31,22.51
2023-09-21,21.82,30.78,15.04,58.88,0.18,3.36,23.98
2023-09-22,21.28,30.39,14.84,60.76,0.82,3.42,23.63
2023-09-23,21.25,30.17,14.55,58.65,0.56,3.38,22.45
2023-09-24,20.6,28.48,14.31,60.0,0.65,3.16,20.39
2023-09-25,20.86,27.63,14.85,60.17,0.62,2.54,24.55
2023-09-26,21.4,29.0,14.51,51.93,0.12,2.08,23.49
2023-09-27,21.23,29.61,14.68,60.2,0.24,3.14,24.62
2023-09-28,21.03,29.81,14.7,62.82,0.46,3.85,20.89
2023-09-29,21.22,30.3,14.89,63.24,0.78,3.6,25.88
2023-09-30,21.61,30.58,14.73,60.17,0.27,3.31,24.47
2023-10-01,21.66,30.32,14.9,59.38,0.23,2.8,23.84
2023-10-02,21.29,30.77,14.46,51.04,0.1,3.32,25.62
2023-10-03,20.45,29.8,13.16,56.39,2.12,3.67,27.83
2023-10-04,19.61,26.44,14.95,72.8,5.15,3.99,14.66
2023-10-05,19.85,27.23,14.33,66.11,0.86,3.44,16.19
2023-10-06,20.35,28.86,13.97,64.21,2.11,3.49,25.15
2023-10-07,20.29,29.4,14.04,57.42,0.78,3.06,24.22
2023-10-08,20.39,30.16,11.87,53.96,0.01,2.76,24.74
2023-10-09,21.4,31.5,12.69,55.25,0.31,2.97,26.18
2023-10-10,21.28,30.22,15.32,60.96,1.72,3.37,24.34
2023-10-11,20.93,30.19,14.47,55.36,0.43,3.02,23.46
2023-10-12,20.96,29.4,13.65,52.46,0.08,2.63,23.59
2023-10-13,21.34,30.38,13.63,54.22,0.12,2.94,25.27
2023-10-14,22.03,31.08,14.33,54.22,0.16,3.51,25.52
2023-10-15,21.03,28.9,15.3,68.94,5.07,4.25,24.81
2023-10-16,20.66,27.57,16.5,74.18,17.73,4.06,18.74
2023-10-17,20.71,27.22,15.95,70.92,1.07,3.33,22.34
2023-10-18,20.69,28.15,15.7,71.3,2.01,4.05,21.72
2023-10-19,19.91,26.18,15.63,73.99,3.8,4.06,19.24
2023-10-20,20.01,27.65,14.65,72.06,7.21,3.54,21.67
2023-10-21,20.58,27.83,14.96,68.47,0.61,3.25,18.8
2023-10-22,20.34,29.26,13.87,57.41,0.07,2.67,23.29
2023-10-23,19.87,29.15,12.64,60.59,0.05,2.86,25.18
2023-10-24,20.85,28.76,14.52,68.22,0.89,3.17,24.93
2023-10-25,20.44,26.96,16.21,74.74,6.42,3.85,22.77
2023-10-26,19.96,26.79,15.18,72.55,3.36,4.64,18.13
2023-10-27,19.81,26.24,15.57,73.11,1.38,4.05,18.77
2023-10-28,19.83,26.34,15.11,71.59,3.18,3.68,19.55
2023-10-29,19.85,26.85,15.47,72.27,3.73,3.58,21.45
2023-10-30,19.47,26.44,15.58,74.95,4.07,3.94,21.03
2023-10-31,19.07,25.11,14.72,77.53,24.42,3.9,19.67
2023-11-01,19.42,26.1,14.74,75.39,2.16,3.31,16.42
2023-11-02,18.91,24.32,15.57,81.08,14.87,3.73,15.63
2023-11-03,17.93,23.25,14.86,84.54,19.65,2.85,16.26
2023-11-04,17.97,24.13,13.39,80.35,4.43,2.38,15.75
2023-11-05,18.84,25.5,14.98,79.78,7.82,2.34,16.23
2023-11-06,18.24,24.53,13.81,82.63,10.63,3.0,20.51
2023-11-07,18.78,24.43,14.45,80.79,3.29,2.83,22.59
2023-11-08,18.76,23.86,15.5,82.31,7.37,2.93,15.41
2023-11-09,18.8,24.14,15.38,84.32,7.98,3.47,21.05
2023-11-10,19.11,24.19,15.79,83.46,9.64,3.95,19.28
2023-11-11,18.54,23.72,14.36,85.52,22.24,4.3,17.92
2023-11-12,18.61,23.95,14.4,85.41,17.45,4.16,19.24
2023-11-13,18.05,22.46,15.2,86.87,11.34,3.48,20.07
2023-11-14,18.71,24.19,14.14,84.39,1.2,2.79,18.67
2023-11-15,18.68,23.89,15.3,85.34,4.44,3.0,17.59
2023-11-16,18.59,23.97,15.45,86.28,4.26,2.92,17.29
2023-11-17,18.32,23.65,15.02,85.79,14.41,3.48,17.29
2023-11-18,17.79,22.97,13.94,85.09,4.38,2.7,20.0
2023-11-19,16.93,20.8,14.33,87.45,5.75,2.76,17.45
2023-11-20,17.88,22.99,13.77,85.66,8.64,2.99,17.63
2023-11-21,18.06,22.03,14.98,87.67,15.12,2.95,16.98
2023-11-22,18.26,22.32,15.08,88.49,7.69,3.64,18.29
2023-11-23,17.47,21.74,14.07,86.64,6.1,3.63,19.02
2023-11-24,16.69,20.84,13.67,83.96,21.65,2.11,17.68
2023-11-25,17.59,22.81,13.04,85.81,17.4,2.27,16.93
2023-11-26,18.28,22.79,15.55,87.16,7.91,3.3,20.32
2023-11-27,17.28,21.34,13.74,86.37,5.01,2.67,22.56
2023-11-28,17.21,20.69,15.05,86.86,1.23,2.68,17.86
2023-11-29,17.82,23.25,14.16,83.7,0.84,2.66,23.71
2023-11-30,17.82,23.05,14.75,85.84,3.19,2.84,24.48
2023-12-01,17.2,22.97,12.29,82.31,1.09,2.5,23.15
2023-12-02,17.71,22.99,13.72,84.38,0.12,2.49,22.54
2023-12-03,17.78,23.66,12.64,81.86,0.25,2.73,20.53
2023-12-04,17.95,23.14,14.68,85.05,0.33,2.89,21.54
2023-12-05,17.52,23.09,13.71,84.12,2.3,3.03,20.86
2023-12-06,17.81,23.03,12.98,84.34,0.08,2.49,21.54
2023-12-07,18.07,23.33,13.72,81.68,0.0,2.02,26.09
2023-12-08,18.26,24.02,13.89,82.99,0.01,2.18,25.87
2023-12-09,18.09,23.25,13.98,82.77,0.1,2.69,22.97
2023-12-10,18.15,23.16,15.02,86.03,2.66,3.34,19.99
2023-12-11,17.98,23.09,14.87,85.04,1.62,3.2,23.16
2023-12-12,18.73,23.91,14.82,84.55,2.56,3.05,22.83
2023-12-13,18.65,22.85,15.89,85.94,2.66,2.15,21.11
2023-12-14,18.78,23.53,15.52,86.74,3.55,2.3,18.29
2023-12-15,19.2,23.11,16.13,87.58,7.05,3.57,18.67
2023-12-16,18.63,23.75,15.31,86.33,3.8,3.96,15.56
2023-12-17,18.43,23.61,15.07,85.03,1.03,4.03,23.07
2023-12-18,18.65,23.74,15.28,83.75,0.1,3.38,25.08
2023-12-19,17.68,22.95,13.35,82.66,0.07,3.03,19.03
2023-12-20,18.4,23.97,13.75,79.56,0.02,2.81,23.33
2023-12-21,18.64,23.99,14.49,81.21,0.05,3.34,24.28
2023-12-22,18.32,23.65,13.71,83.5,1.14,3.25,24.19
2023-12-23,18.71,23.91,14.79,84.21,2.55,3.11,18.63
2023-12-24,19.09,24.36,15.03,84.14,1.4,2.93,24.36
2023-12-25,19.49,24.63,15.84,83.93,2.07,3.27,23.29
2023-12-26,19.0,24.09,15.93,84.18,3.23,4.08,20.14
2023-12-27,18.31,23.82,14.58,78.42,0.5,3.85,24.32
2023-12-28,18.5,23.98,13.71,80.57,1.18,2.92,25.3
2023-12-29,19.12,24.66,14.78,81.83,1.73,2.73,22.27
2023-12-30,18.98,23.49,15.96,83.24,0.89,3.03,22.12
2023-12-31,19.14,24.85,14.32,79.19,0.66,2.66,18.99
2024-01-01,19.2,25.08,14.71,78.5,0.73,2.29,19.19
2024-01-02,19.18,23.71,15.72,81.15,1.42,2.38,17.6
2024-01-03,19.01,26.05,13.89,74.12,0.11,2.32,19.18
2024-01-04,19.19,26.1,13.4,73.12,0.79,1.9,19.91
2024-01-05,19.5,26.3,14.49,74.81,1.3,1.56,17.26
2024-01-06,18.24,24.42,15.19,81.86,2.13,2.1,16.36
2024-01-07,18.84,24.1,15.45,78.38,4.0,2.54,13.38
2024-01-08,18.53,24.95,12.78,77.17,0.46,2.86,21.86
2024-01-09,18.83,25.95,13.1,72.39,0.07,2.81,22.67
2024-01-10,18.11,23.46,14.21,75.05,0.34,2.85,15.78
2024-01-11,18.15,24.52,14.2,74.05,0.49,2.0,14.56
2024-01-12,19.18,24.66,14.68,78.2,2.51,1.34,15.04
2024-01-13,18.91,23.11,16.56,85.6,10.82,1.77,11.31
2024-01-14,18.49,23.28,14.84,80.5,2.58,1.58,18.36
2024-01-15,19.19,25.27,15.36,80.83,1.08,2.57,21.36
2024-01-16,19.23,24.72,15.22,80.34,4.12,2.37,22.45
2024-01-17,18.37,24.15,13.24,74.1,0.63,1.99,16.5
2024-01-18,19.11,25.11,15.29,74.75,0.25,1.33,12.83
2024-01-19,19.93,25.7,14.76,74.48,4.2,1.36,23.34
2024-01-20,18.39,21.57,15.86,85.84,31.27,1.89,17.35
2024-01-21,17.77,23.08,14.27,80.01,5.94,2.57,14.29
2024-01-22,17.96,23.58,12.11,77.37,0.04,2.59,20.74
2024-01-23,18.01,24.25,13.56,78.13,0.01,2.41,24.09
2024-01-24,18.06,25.29,13.6,71.03,0.0,2.01,25.23
2024-01-25,18.63,24.13,13.48,71.86,0.16,1.88,23.61
2024-01-26,18.54,23.47,14.68,80.23,0.06,2.1,23.08
2024-01-27,19.44,25.55,15.67,80.35,0.5,2.89,25.61
2024-01-28,18.82,25.09,14.38,78.39,0.35,2.93,26.79
2024-01-29,19.37,26.15,14.15,76.67,0.17,3.02,25.03
2024-01-30,19.62,26.15,13.86,78.72,1.34,3.06,23.13
2024-01-31,19.55,25.56,14.35,77.62,0.65,3.42,24.16
2024-02-01,19.22,26.09,14.11,76.19,0.21,2.64,24.46
2024-02-02,19.64,25.83,14.99,74.94,0.0,2.3,20.21
2024-02-03,20.62,27.57,15.61,70.0,0.0,3.06,26.04
2024-02-04,20.36,27.4,15.03,72.87,0.02,3.54,25.88
2024-02-05,19.39,26.21,15.3,77.1,0.57,3.24,24.2
2024-02-06,18.94,25.62,14.8,74.33,0.36,2.8,24.61
2024-02-07,19.98,27.43,14.01,69.9,0.26,2.87,25.6
2024-02-08,20.13,26.16,15.52,75.33,0.47,2.78,21.9
2024-02-09,20.37,27.3,15.02,71.87,0.03,3.02,25.97
2024-02-10,19.97,26.78,14.89,76.1,0.78,3.39,24.63
2024-02-11,19.72,27.28,13.97,73.8,0.59,2.95,24.86
2024-02-12,20.12,28.08,12.78,69.63,0.2,2.76,26.72
2024-02-13,19.41,23.93,14.98,76.61,1.26,2.63,26.54
2024-02-14,20.16,27.96,14.32,74.22,0.58,3.13,26.53
2024-02-15,19.2,26.69,13.64,71.4,0.01,2.95,27.11
2024-02-16,18.24,24.16,11.36,70.94,0.13,2.54,27.85
2024-02-17,19.74,27.48,13.94,74.02,0.41,2.44,27.87
2024-02-18,20.73,28.89,13.7,69.48,0.1,2.6,25.31
2024-02-19,21.58,29.6,14.43,64.07,0.31,2.58,22.03
2024-02-20,20.9,27.71,15.62,73.38,1.54,2.87,24.87
2024-02-21,20.81,28.28,15.76,70.01,0.08,3.64,26.91
2024-02-22,19.6,26.8,12.68,74.06,1.02,4.01,27.44
2024-02-23,19.8,26.07,15.47,74.91,2.26,4.57,22.0
2024-02-24,19.75,26.13,16.05,78.58,5.36,4.19,14.69
2024-02-25,20.45,27.8,14.97,72.06,1.24,3.02,20.16
2024-02-26,20.96,28.76,15.63,68.24,0.44,2.33,21.22
2024-02-27,20.45,26.55,15.21,75.79,2.38,2.23,20.66
2024-02-28,19.86,24.49,16.69,80.11,6.86,1.99,18.67
2024-02-29,20.63,26.36,16.43,75.19,1.37,2.05,22.02
2024-03-01,20.77,27.82,16.56,76.79,4.69,3.28,24.77
2024-03-02,20.72,27.38,15.92,74.56,1.38,3.42,25.99
2024-03-03,20.9,28.05,15.72,73.48,0.19,3.19,25.57
2024-03-04,21.21,28.51,15.52,67.17,0.05,3.1,22.37
2024-03-05,19.93,26.68,16.3,76.27,0.34,3.77,23.78
2024-03-06,20.21,26.87,15.57,73.57,2.66,3.36,23.31
2024-03-07,20.4,27.96,14.05,71.21,0.11,2.58,26.01
2024-03-08,21.2,28.77,16.11,68.92,0.12,2.59,25.9
2024-03-09,20.83,27.48,15.99,74.9,2.06,3.0,25.11
2024-03-10,20.81,27.25,16.69,73.35,1.83,3.79,25.05
2024-03-11,20.24,27.61,15.16,68.17,0.19,3.75,27.52
2024-03-12,20.15,28.53,12.13,62.02,0.1,3.04,28.8
2024-03-13,20.4,28.6,13.25,68.41,0.19,3.27,27.5
2024-03-14,20.8,27.15,16.5,72.74,0.57,3.72,24.67
2024-03-15,20.53,27.78,15.32,71.92,1.06,3.71,25.75
2024-03-16,20.8,28.61,14.69,66.56,0.28,3.21,25.47
2024-03-17,21.29,29.48,14.67,62.9,0.03,3.05,27.73
2024-03-18,21.43,29.16,16.18,70.0,0.61,3.42,24.68
2024-03-19,21.35,27.9,16.56,69.54,0.12,3.65,25.25
2024-03-20,21.5,28.53,16.88,71.84,0.67,4.18,24.52
2024-03-21,21.83,29.36,16.82,66.49,0.41,3.83,26.19
2024-03-22,22.11,30.05,16.1,66.74,0.69,3.33,26.8
2024-03-23,20.54,25.81,17.77,80.67,4.97,3.04,21.64
2024-03-24,20.39,26.83,17.17,78.7,8.47,2.12,17.62
2024-03-25,21.08,27.72,16.7,73.57,3.79,3.1,20.97
2024-03-26,21.02,27.58,17.03,74.39,3.56,3.22,23.39
2024-03-27,20.93,27.33,17.08,77.12,3.33,3.88,22.54
2024-03-28,20.75,27.39,16.1,73.03,1.72,3.83,22.83
2024-03-29,20.4,28.1,14.08,74.75,0.49,3.34,24.19
2024-03-30,19.75,25.55,16.59,81.95,3.38,3.59,21.67
2024-03-31,20.1,26.93,15.7,74.57,5.39,4.21,20.84
2024-04-01,18.93,23.69,16.09,82.07,16.95,3.28,19.85
2024-04-02,20.17,27.23,15.82,75.9,0.66,2.55,18.79
2024-04-03,19.57,26.56,15.43,72.74,2.02,2.21,20.22
2024-04-04,18.14,21.76,15.11,84.44,9.78,2.17,17.01
2024-04-05,19.11,24.66,15.78,81.71,4.0,2.86,20.9
2024-04-06,19.95,25.88,15.3,77.3,0.58,2.76,18.96
2024-04-07,20.04,26.05,16.01,77.27,0.28,2.41,24.21
2024-04-08,18.98,23.64,15.85,87.34,41.36,2.35,20.56
2024-04-09,19.48,25.1,15.66,80.53,1.71,1.88,17.76
2024-04-10,20.32,27.36,15.83,74.87,0.06,1.99,24.5
2024-04-11,19.32,24.99,15.61,81.13,1.79,1.74,21.4
2024-04-12,20.56,27.15,15.61,75.62,1.85,2.33,19.56
2024-04-13,20.03,25.73,16.83,82.32,3.04,2.84,18.13
2024-04-14,18.59,22.81,16.15,86.29,6.1,2.13,19.73
2024-04-15,18.64,23.32,15.79,84.34,3.35,1.96,19.61
2024-04-16,19.64,26.15,15.76,77.74,0.45,1.78,22.53
2024-04-17,19.51,26.46,15.18,81.29,1.3,2.08,21.4
2024-04-18,19.39,25.51,15.43,80.79,3.7,2.55,22.31
2024-04-19,19.05,25.84,13.68,78.32,1.14,2.02,18.13
2024-04-20,19.81,26.02,15.26,79.19,14.97,1.74,20.09
2024-04-21,18.3,22.32,15.89,86.88,10.41,1.67,16.14
2024-04-22,19.38,24.6,16.44,83.92,1.41,1.72,20.25
2024-04-23,19.76,24.75,16.02,82.69,4.29,1.87,18.14
2024-04-24,19.53,24.53,16.46,84.11,15.03,1.86,18.4
2024-04-25,18.04,21.01,16.33,91.18,21.64,1.48,16.71
2024-04-26,18.07,22.05,15.32,86.64,18.82,1.72,13.36
2024-04-27,19.02,24.34,14.66,83.52,8.69,2.02,19.97
2024-04-28,18.48,22.39,15.4,88.06,17.61,1.95,15.17
2024-04-29,18.48,24.85,14.35,86.37,11.33,1.29,19.16
2024-04-30,19.37,24.47,15.8,86.75,26.74,1.11,19.15
2024-05-01,18.47,21.05,16.52,92.12,57.54,1.59,15.4
2024-05-02,19.36,24.41,15.43,86.02,8.75,2.04,17.27
2024-05-03,18.88,22.68,16.16,87.27,3.25,2.01,17.26
2024-05-04,17.76,20.76,16.03,89.59,2.3,2.36,13.34
2024-05-05,18.36,22.95,15.46,87.52,14.35,2.18,19.47
2024-05-06,18.29,22.05,15.22,87.87,7.08,1.59,16.35
2024-05-07,18.25,22.75,15.09,87.3,2.11,2.22,16.28
2024-05-08,17.8,22.2,14.44,85.28,1.12,1.75,15.42
2024-05-09,17.47,22.27,13.75,87.39,0.85,2.04,16.61
2024-05-10,17.46,23.01,13.56,84.42,0.87,1.73,14.81
2024-05-11,18.22,23.97,13.32,84.85,0.44,1.63,23.07
2024-05-12,17.73,24.23,12.57,79.6,0.0,1.59,23.47
2024-05-13,18.03,24.48,12.39,76.73,0.06,1.35,24.08
2024-05-14,18.61,24.63,12.95,80.69,1.93,1.37,21.14
2024-05-15,19.07,24.53,14.19,83.47,0.44,1.45,19.57
2024-05-16,18.98,24.51,13.77,83.8,0.27,1.26,20.57
2024-05-17,19.46,24.89,15.3,83.62,1.09,1.31,20.56
2024-05-18,18.96,24.79,12.97,82.34,1.47,1.53,20.92
2024-05-19,19.31,24.54,14.6,81.71,0.52,1.33,20.18
2024-05-20,19.13,23.92,15.32,84.17,0.37,1.76,18.98
2024-05-21,18.05,21.63,15.77,85.6,0.35,1.88,18.41
2024-05-22,18.76,23.62,15.19,84.66,1.34,2.53,19.14
2024-05-23,18.21,23.55,14.26,86.55,1.92,2.63,15.44
2024-05-24,17.96,23.38,13.6,82.05,0.24,1.83,19.98
2024-05-25,18.38,23.24,14.43,85.17,1.78,1.46,13.68
2024-05-26,18.76,24.24,14.82,84.42,0.52,1.36,19.88
2024-05-27,18.88,25.15,13.87,80.56,0.07,1.48,21.2
2024-05-28,18.7,25.3,13.49,80.15,0.06,1.26,17.72
2024-05-29,18.72,24.64,13.65,80.53,0.1,1.05,17.33
2024-05-30,18.95,25.24,13.22,81.19,0.21,1.41,19.4
2024-05-31,18.17,24.94,12.04,78.31,0.15,1.45,19.43
2024-06-01,18.48,25.24,12.02,76.31,0.05,1.35,20.85
2024-06-02,18.99,24.81,14.3,81.44,0.43,1.13,18.7
2024-06-03,18.53,23.05,14.57,82.86,2.33,0.94,19.94
2024-06-04,18.9,24.51,13.98,81.63,2.63,1.16,20.57
2024-06-05,18.37,24.34,14.4,82.53,0.28,1.7,17.27
2024-06-06,18.02,24.17,13.39,81.19,0.49,1.46,13.67
2024-06-07,18.31,24.42,13.56,79.41,0.7,1.15,18.11
2024-06-08,18.21,24.41,13.45,82.35,1.16,1.78,15.83
2024-06-09,17.65,23.49,13.79,81.15,1.15,2.08,9.22
2024-06-10,17.35,23.81,12.48,79.27,0.32,1.69,17.6
2024-06-11,17.37,23.5,12.1,76.24,0.11,1.74,19.12
2024-06-12,17.29,24.0,10.91,74.32,0.02,1.43,19.55
2024-06-13,17.72,25.39,11.1,69.28,0.0,1.63,22.18
2024-06-14,17.41,25.24,9.9,72.15,0.01,1.37,21.84
2024-06-15,17.3,24.17,10.35,75.49,0.18,1.54,20.35
2024-06-16,17.65,23.14,13.41,76.04,0.53,1.33,18.82
2024-06-17,18.18,25.34,11.24,70.48,0.09,1.42,20.38
2024-06-18,18.12,25.63,11.96,67.36,0.06,1.73,21.36
2024-06-19,17.83,24.21,12.8,78.9,0.77,2.23,19.47
2024-06-20,16.56,22.84,11.96,79.54,1.33,2.12,12.05
2024-06-21,17.11,24.55,12.16,74.89,0.46,2.2,16.07
2024-06-22,17.73,25.0,12.21,73.73,0.24,1.73,18.79
2024-06-23,17.28,24.81,11.15,72.59,0.37,1.56,19.84
2024-06-24,16.98,24.82,10.5,69.1,0.03,1.67,18.32
2024-06-25,16.13,24.35,8.67,67.0,0.07,1.83,22.24
2024-06-26,16.27,23.62,9.44,67.05,0.12,1.93,19.04
2024-06-27,17.14,24.13,11.68,74.29,0.33,2.48,13.37
2024-06-28,17.21,23.79,11.68,71.53,0.12,2.26,17.97
2024-06-29,18.06,26.35,11.72,68.67,0.08,1.64,20.27
2024-06-30,17.55,25.75,11.99,70.27,0.18,1.71,16.64
2024-07-01,17.68,25.95,11.72,67.83,0.12,1.52,20.84
2024-07-02,18.53,26.7,12.67,67.14,0.01,1.4,20.0
2024-07-03,18.73,25.88,12.71,70.52,0.16,1.23,20.25
2024-07-04,18.39,25.53,13.23,73.69,0.34,1.97,20.32
2024-07-05,18.67,26.13,12.8,68.5,0.13,1.59,18.05
2024-07-06,16.92,22.01,13.27,77.67,0.84,1.25,15.07
2024-07-07,18.03,23.05,14.93,81.13,2.57,1.3,13.16
2024-07-08,18.03,23.15,13.8,82.41,6.58,1.49,15.09
2024-07-09,17.55,22.27,14.92,82.22,2.17,1.77,14.76
2024-07-10,18.0,24.7,13.33,69.77,1.9,2.12,12.43
2024-07-11,17.73,25.9,11.63,69.8,0.07,1.91,20.13
2024-07-12,17.2,24.92,10.07,72.56,0.9,2.01,21.29
2024-07-13,17.69,24.88,12.22,73.93,1.25,1.88,13.53
2024-07-14,17.93,26.29,10.17,64.68,0.3,1.78,16.25
2024-07-15,18.2,25.75,11.41,68.13,0.1,1.5,20.46
2024-07-16,17.64,22.75,14.7,80.18,0.67,1.65,12.01
2024-07-17,17.06,22.14,13.93,81.35,1.84,2.11,13.04
2024-07-18,17.32,24.38,12.86,76.68,0.68,1.98,8.95
2024-07-19,18.06,24.62,13.76,75.29,0.21,2.04,14.72
2024-07-20,17.65,23.46,13.35,78.13,0.17,1.42,13.85
2024-07-21,18.13,24.79,12.89,75.7,0.34,1.7,17.63
2024-07-22,18.23,24.96,12.04,71.93,0.2,2.25,16.9
2024-07-23,17.25,27.01,9.63,59.6,0.04,1.73,21.34
2024-07-24,18.85,26.62,12.43,70.69,0.26,1.41,17.83
2024-07-25,19.27,26.54,14.15,75.93,2.49,1.28,20.68
2024-07-26,19.06,24.65,14.63,75.97,5.64,2.2,18.04
2024-07-27,18.25,25.61,13.09,71.55,0.82,1.7,16.03
2024-07-28,18.85,26.62,12.79,68.73,0.2,1.36,16.63
2024-07-29,17.03,21.75,13.84,82.92,5.85,1.43,13.43
2024-07-30,17.63,22.6,14.0,78.17,4.19,1.67,13.25
2024-07-31,16.98,22.85,11.28,76.09,0.13,1.46,15.58
2024-08-01,17.21,24.97,10.86,69.15,0.12,1.86,20.22
2024-08-02,18.05,26.21,11.44,67.22,0.11,1.64,15.65
2024-08-03,18.17,26.08,12.16,69.13,0.05,1.97,17.39
2024-08-04,18.41,27.39,12.38,66.91,0.15,1.39,20.62
2024-08-05,18.81,27.84,11.34,61.45,0.1,1.5,24.55
